uid,type,subject,sub_category,difficulty,text,choice_1,choice_2,choice_3,choice_4,answer,media_refs,source,status,extra_data
STB_Q12,mcq,english,Reading_Comprehension,,Bannister's loss in the 1952 Olympics influenced his decision to pursue breaking the four-minute-mile barrier by,allowing him to recognize his weaknesses and improve his running ability.,prompting him to take a different approach to his regular training.,motivating him to prove to himself that he could set and achieve a goal.,giving him the opportunity to reach a goal no runner had ever accomplished.,C,,STB,pending,
STB_Q13,mcq,english,Reading_Comprehension,,How did interval training affect Bannister's performance?,It helped him learn how to moderate his pace while running.,It helped him conserve effort when running with teammates.,It helped him improve his pace and stamina while running.,It helped him decrease his recovery time after an intense run.,C,,STB,pending,
STB_Q14,mcq,english,Reading_Comprehension,,"Read paragraph 2 from the excerpt.

To the proprietors of . . . mangy lynxes, moth-eaten coyotes, and dancing bears I returned courteous but uncompromising refusals—of course, first submitting all such letters, together with my replies, to Professor Farrago.

This paragraph helps develop the plot by establishing that the narrator",dislikes writing refusal letters for the animals offered to the zoological society.,attempts to predict what the professor would say in the refusal letters.,believes that many of the animals offered are not acceptable for the zoological society.,resents the professor's insistence on reviewing the refusal letters.,C,,STB,pending,
STB_Q15,mcq,english,Reading_Comprehension,,"Read this sentence from paragraph 3.

The professor, who was sitting at his desk before a pile of letters and replies submitted for approval by me, pushed his glasses down and looked over them at me with a whimsical smile that suggested amusement, impatience, annoyance, and perhaps a faint trace of apology.

What does the phrase ""a faint trace of apology"" convey about the professor?",It indicates that the professor feels bad that he has to call the narrator to his office after work.,It shows that the professor is hesitant to share his opinions with the narrator.,It implies that the professor is uncomfortable criticizing the narrator's work.,It suggests that the professor knows that the conversation will be frustrating for the narrator.,D,,STB,pending,
STB_Q16,mcq,english,Reading_Comprehension,,How does the exchange between the professor and the narrator in paragraphs 8-11 contribute to the development of the characters?,It establishes the conflict between the professor and the narrator concerning the validity of the letter.,It suggests a theme of collaboration because the narrator and the professor regularly work together.,It reveals the characters' traits by contrasting the narrator's distrust with how easily the professor is deceived by what he reads.,It hints that the resolution will involve the narrator accepting the professor's opinion about the content of the letter.,C,,STB,pending,
STB_Q17,mcq,english,Reading_Comprehension,,The professor's observations in paragraphs 15-17 create tension in the excerpt by causing the narrator to feel,flustered by the professor's criticism of his logic.,annoyed by the professor's sarcasm about his inexperience.,confused by the professor's lack of respect for his opinion.,frustrated by the professor's lack of interest in his theory.,B,,STB,pending,
STB_Q18,mcq,english,Reading_Comprehension,,How does the interaction between the narrator and the professor in paragraphs 26–28 contribute to the development of the theme?,It illustrates the professor's patience as the narrator argues against making the expedition.,It reveals the narrator's frustration with his limited role in making decisions for the zoological society.,It emphasizes the professor's desire to acquire new specimens for the zoological society at any cost.,It shows the narrator's acceptance of his assignment despite his personal objections.,D,,STB,pending,
STB_Q19,mcq,english,Reading_Comprehension,,Which sentence from the excerpt best explains why the professor is eager to send the narrator on an expedition?,"""I believe now that Professor Farrago perfectly interpreted my thoughts, but he betrayed neither resentment nor impatience."" (paragraph 25)","""Together we made out a list of articles necessary for me and itemized the expenses I might incur, and I set a date for my return, allowing no margin for a successful termination to the expedition."" (paragraph 26)",""" 'What I want you to do is to get those birds here safely.' "" (paragraph 27)",""" 'I can't get away from the idea that we are on the eve of acquiring the rarest of living creatures.' "" (paragraph 33)",D,,STB,pending,
STB_Q20,mcq,english,Reading_Comprehension,,How does paragraph 34 help develop the plot of the excerpt?,It shows that the narrator is beginning to consider the possibility of finding the great auks.,It demonstrates that the narrator is struggling to understand why the professor thinks the great auks exist.,It establishes that the narrator is willing to let the professor overrule him about the great auks.,It emphasizes that the narrator feels a sense of urgency to complete the expedition to locate the great auks.,A,,STB,pending,
STB_Q21,mcq,english,Reading_Comprehension,,Which sentence best demonstrates the professional relationship between the narrator and the professor?,"""He disengaged the sheet of paper and handed it to me."" (paragraph 4)","""Clearly, Professor Farrago was on the verge of dotage—ah, what a loss to the world!"" (paragraph 24)","""I drew a chair up beside his desk—there was nothing to do but to obey, and this fool's errand was none of my conceiving."" (paragraph 25)",""" 'Very well,' said Professor Farrago, good-humoredly, 'you shall have all the assistance you may require.' "" (paragraph 29)",C,,STB,pending,
STB_Q22,mcq,english,Reading_Comprehension,,How does the author develop the contrast between the narrator’s point of view and the professor’s point of view?,by providing both the narrator’s and professor’s thoughts on how age and experience influence each other’s reasoning,by using the conversation between the narrator and the professor to emphasize their reactions to the letter,by describing the professor’s persistent efforts to change the narrator’s mind about the letter,by including dialogue that explains why the professor is the supervisor and the narrator is his subordinate,B,,STB,pending,
STB_Q23,mcq,english,Reading_Comprehension,,"Read lines 5–8 from the poem.

So beneath the level of molecules are atoms,
and beneath the level of atoms, we find
protons, electrons, neutrons; and beneath that—
what, exactly?

The lines help develop a central idea of the poem by revealing the speaker's",interest in determining how the parts of matter work together.,curiosity about what makes up matter.,desire to prove that particles make up matter.,questions about what tools are needed to study matter.,B,,STB,pending,
STB_Q24,mcq,english,Reading_Comprehension,,The main purpose of the comparison in lines 23–24 of the poem is to show,that the particles' size makes them difficult to see.,how the particles move within the tunnel.,that the particles have a familiar shape.,how the particles can be seen only in darkness.,A,,STB,pending,
STB_Q25,mcq,english,Reading_Comprehension,,"Read lines 27–28 from the poem.

And there, in the explosion, in the darkness, briefly incandescent, they appear:

The imagery in the lines reveals that the speaker",envies the physicists who research colliding particles.,has personally observed colliding particles.,admires the powerful reactions that occur when particles collide.,has a simplistic understanding of how particles collide.,B,,STB,pending,
STB_Q26,mcq,english,Reading_Comprehension,,"Read lines 30–32 from the poem.

Their names
sound like dinosaurs or maybe bands
playing terrible music in someone's garage.

The speaker refers to familiar objects and events in the lines most likely to",explain confusing information in simple terms to help the reader understand more about the topic.,demonstrate how scientific ideas can be explained by describing situations that many people are familiar with.,emphasize that the process being used to research particles is still in the early stages of development.,suggest that the scientific language used to describe particles seems silly by making a humorous comparison.,D,,STB,pending,
STB_Q27,mcq,english,Reading_Comprehension,,"Read lines 36–39 from the poem.

both together and apart, what keeps
together the pencil in your hand right now
as well as separate from, say,
Jupiter.

The poet includes these lines most likely to emphasize that",it is important for physicists to continue their research about particles.,these particles have a powerful effect on everything.,the discoveries about particles provide little information.,the study of particles and the study of objects in space are similar.,B,,STB,pending,
STB_Q28,mcq,english,Reading_Comprehension,,"Read lines 39–44 from the poem.

They spin, and it is only down there
in the darkness—in the vast garage
where physicists jot down
what they can, whatever seems most real—
that they let us perceive their wild dancing,
combusting to the music they make.

The lines reveal the speaker's",frustration with the research facilities physicists use.,belief that physicists are frantically working toward a new discovery.,interest in physicists and their study of particles.,certainty that physicists are working in secrecy.,C,,STB,pending,
STB_Q29,mcq,english,Reading_Comprehension,,"According to the passage, how did fires started by natural causes prompt American Indians to begin practicing controlled burns?",by drawing animals in to the area to feed on the new growth sprouting from the burned land,by destroying tall trees and reducing the shade that had hindered the growth of planted crops,by burning off excess vegetation and increasing the availability of nutrients for the remaining plants,by causing changes to the bison's migration habits as bison herds fled from the wildfires on the prairie,A,,STB,pending,
STB_Q30,mcq,english,Reading_Comprehension,,Targeting red cedar trees in controlled burns affects the animals that live on the prairie mostly by,ensuring that the animals' main food source has the conditions needed for it to thrive.,endangering the animals that live near the trees scheduled for removal.,making sure that the water supply for the animals is sufficient.,reducing the animals' natural source of shade and protection from the elements.,A,,STB,pending,
STB_Q31,mcq,english,Reading_Comprehension,,"Read this sentence from paragraph 6.

The patch-burn system is so successful that the conservationists at the preserve provide training to prairie farmers about conducting controlled burns on their own land.

The author includes this sentence to show that",the conservationists are better qualified to lead preservation efforts than farmers are.,the conservationists are eager to involve others in the preservation of the prairie.,the conservationists' efforts will restore the original beauty and biodiversity of the region.,the conservationists' training program should serve as a model for other conservation organizations.,B,,STB,pending,
STB_Q32,mcq,english,Reading_Comprehension,,Which sentence supports the idea that farmers and people who manage land may be concerned about using fire as a way to benefit the land?,"""While one of the greatest threats to the prairie is wildfire, the use of controlled fires is actually an effective way to protect this idyllic landscape."" (paragraph 1)","""The American Indian people began to deliberately burn areas of land for bison to graze on, which enticed the herds away from the people's crops."" (paragraph 2)","""This patch burning contains the fire within a specific area and allows animals in the burn area to safely relocate."" (paragraph 5)","""The following year, conservationists will burn a different section of the preserve, while the land burned the previous year regrows healthier than before."" (paragraph 5)",C,,STB,pending,
STB_Q33,mcq,english,Vocabulary_in_Context,,"Read this sentence from paragraph 6.

Burning land to make it healthy may seem counterintuitive, but strategic controlled fires have helped the prairie sustain life for hundreds of years and, with careful management, will continue to do so.

The words ""counterintuitive"" and ""strategic"" in the sentence convey the idea that",the safest methods are sometimes the least effective at solving complex challenges.,thorough investigation of uncommon methodologies can lead to beneficial results.,detailed planning can ensure that a potentially destructive action has a positive impact.,plans that entail a certain amount of risk almost always result in success.,C,,STB,pending,
STB_Q34,mcq,english,Reading_Comprehension,,With which statement would the author most likely agree?,It is important to explain the purposes and the risks of controlled burns to the people living near a proposed burn area.,It is necessary to thoroughly examine a particular region in order to plan and execute a successful controlled burn.,Monitoring animals' reactions after a controlled burn on the prairie is a minor part of scientists' research.,Conservationists should consider the helpful aspects of invasive species before executing a controlled burn.,B,,STB,pending,
STB_Q35,mcq,english,Reading_Comprehension,,How do the diagram and its text provide additional support for the topic presented in the passage?,by depicting how the landscape in a given area changes as the patch-burn method is applied,by indicating that patch-burn fires are best suited for use in areas with certain features,by revealing that the patch-burn method is used primarily on uninhabited areas of land,by comparing the size of the area burned by the patch-burn method with that of unburned areas,B,,STB,pending,
STB_Q36,mcq,english,Reading_Comprehension,,How does the structure of the poem affect the poem's meaning?,The lack of a rhyming pattern suggests that the beauty of each passing day is unique.,The lengths of the sentences represent the complexity of the thoughts being represented.,The use of complete sentences implies the speaker's appreciation for the clear beginning and ending of each season.,The single long stanza reflects the continuous flow of the speaker's thoughts.,D,,STB,pending,
STB_Q37,mcq,english,Reading_Comprehension,,Which lines support the idea that a change in the weather will lessen the speaker's appreciation for the city?,"""as though the air has been forced into intimacy / by the brevity of daylight."" (lines 11–12)","""But when it starts darkening at 4, / this closeness, I know, will be a felt distance,"" (lines 13–14)","""like someone drawing your attention / to their lack of intimacy."" (lines 15–16)","""These days I am still walking . . . / beneath the branches bending across avenues,"" (lines 17–18)",B,,STB,pending,
STB_Q38,mcq,english,Reading_Comprehension,,"Read lines 5-6 from the poem.

The weather will turn cold.
But that all happens later.

How do the lines develop a central theme of the poem?",They highlight a contrast between the different seasons.,They show the sequence of the changes that are expected to occur.,They warn about a problem that requires thoughtful preparation.,They emphasize the importance of valuing the present.,D,,STB,pending,
STB_Q39,mcq,english,Reading_Comprehension,,"Read lines 7-9 from the poem.

For now it is the early edge of fall,
leaves green still while the air narrows,
is slightly crisp,

The word choice in the lines helps convey the speaker's belief that",the beauty of the current season should still be appreciated.,the changes in the weather signify the end of the most pleasant season.,the transition from one season to another happens swiftly and without warning.,the change in the weather is so subtle that people rarely observe or feel it.,A,,STB,pending,
STB_Q40,mcq,english,Reading_Comprehension,,"Which idea does the comparison of the brownstone houses to ""a pop-up picture book I could have had as a child, / but didn't"" in lines 20–21 convey?",It reveals that some people are still influenced by powerful images from childhood.,It indicates that the neighborhood the speaker is walking through is charming and appealing.,It suggests that the speaker has wanted to live in the neighborhood since childhood.,It suggests that people often experience lingering regret from their past.,B,,STB,pending,
STB_Q41,mcq,english,Reading_Comprehension,,"Read these lines from the poem.

I can already see how this will end. (line 1)

How Brooklyn makes me nostalgic
for the moment I am walking inside of. (lines 21–22)

The lines develop a central idea of the poem by",suggesting the speaker's desire to find a way to break free from the repetitive pattern of daily life.,revealing the speaker's feelings of disappointment over the predictable change in season.,emphasizing the speaker's awareness of the future significance of the present moment in the setting.,showing the speaker's anticipation of specific emotions caused by an intimate knowledge of the setting.,C,,STB,pending,
STB_Q42,mcq,english,Reading_Comprehension,,The speaker's thoughts throughout the poem develop a theme by showing that,"although people may hold expectations for the future, some people long for present experiences while they are still happening.","though people come from different places, most people feel drawn to the special charm a city holds.","although people can make decisions about their life, there will always be some things beyond their control.","though general expectations exist, people have no way of knowing what a given day will actually bring.",A,,STB,pending,
STB_Q43,mcq,english,Revising_Editing,,Which sentence should follow sentence 3 to best introduce the topic of the passage?,"Despite the challenges of operating on the surface of another planet, the Opportunity rover made many valuable contributions to the field of space research.",The Opportunity rover mission was a success because it informed NASA scientists about how water might have existed on Mars.,"Throughout the historic mission of the Opportunity rover, NASA scientists had to overcome challenges created by the flaws in the rover's design.",The Opportunity rover mission surpassed the original timeline of the assignment and allowed scientists to collect additional data about the planet Mars.,D,,STB,pending,
STB_Q44,mcq,english,Revising_Editing,,Which word should be added to the beginning of sentence 8 to provide a better transition to the third paragraph (sentences 8-11)? Move the correct answer to the box. (8) ___ Opportunity continued to provide valuable data about craters and other surface features.,"Overall,","Furthermore,","Meanwhile,","Consequently,",B,,STB,pending,
STB_Q45,mcq,english,Revising_Editing,,Which revision of sentence 11 best maintains the formal style established in the passage?,"However, in 2018, a dust storm covered the planet, bringing the rover's progress to a standstill.","However, in 2018, a dust storm shrouded the planet, impermanently halting the rover's progress.","However, in 2018, a dust storm enveloped the whole of the planet, arresting the rover's progress for a time.","However, in 2018, a dust storm covered up the whole planet, which quickly brought a stop to the progress of the rover.",C,,STB,pending,
STB_Q46,mcq,english,Revising_Editing,,"Read this sentence.

One of Opportunity's major contributions was finding possible evidence of the presence of water on Mars.

Where should the sentence be added to the passage?",between sentences 2 and 3,at the beginning of the second paragraph (before sentence 4),at the end of the second paragraph (after sentence 7),between sentences 8 and 9,C,,STB,pending,
STB_Q47,mcq,english,Revising_Editing,,What is the best way to combine sentences 12 and 13?,"Preventing the rover from charging its batteries, minor dust storms had periodically deposited a layer of dust onto the solar panels of the rover prior to this planet-wide dust storm.","Periodically depositing a layer of dust onto the solar panels of the rover prior to this planet-wide dust storm, minor dust storms had prevented it from charging its batteries.","Minor dust storms, prior to this planet-wide dust storm, prevented the rover from charging its batteries because they had periodically deposited a layer of dust onto the solar panels of the rover.","Prior to this planet-wide dust storm, minor dust storms had periodically deposited a layer of dust onto the solar panels of the rover, preventing it from charging its batteries.",D,,STB,pending,
STB_Q48,mcq,english,Revising_Editing,,Which part of the paragraph contains an error in sentence structure? Select the one error.,"Institution, the",year. The,"objects, including","Proclamation, written",A,,STB,pending,
STB_Q49,mcq,english,Revising_Editing,,"Read these sentences.

(1) Flyby missions near Jupiter have been happening since 1973.
(2) Flyby missions allow scientists to collect data about Jupiter and its moons.

What is the best way to combine the sentences to clarify the relationship between the ideas?","While flyby missions near Jupiter have been happening since 1973, scientists collect data about the planet and its moons.","Although there have been flyby missions near Jupiter since 1973, they have allowed scientists to collect data about the planet and its moons.","Flyby missions near Jupiter, which allow scientists to collect data about the planet and its moons, have been happening since 1973.","Flyby missions have been happening near Jupiter, but scientists have been collecting data about the planet and its moons since 1973.",C,,STB,pending,
STB_Q50,mcq,english,Revising_Editing,,"Which sentence in the paragraph contains an error in construction and should be revised?

(1) On the evening of July 13, 2019, a major power outage affected the Upper West Side of Manhattan in New York City. (2) Leaving approximately 73,000 residents without electricity for three long hours, lights did not function, refrigerators did not stay cold, and air conditioners did not work. (3) Longtime city residents were particularly confused because an eerily similar event had occurred years earlier—on the exact same day! (4) The famous New York City Blackout of 1977, which lasted for 25 hours, also happened on July 13, an odd coincidence to say the least.

Move the answer to the box. There is only one error in construction.",Sentence 1,Sentence 2,Sentence 3,Sentence 4,B,,STB,pending,
STB_Q51,mcq,english,Revising_Editing,,"How should the paragraph be revised?

(1) Danielle spent several hours preparing for an upcoming audition for a play at the community theater. (2) First she did vocal exercises to practice her diction and projection so that her words would carry clearly throughout the large auditorium. (3) Then she studies the text of the monologue to better understand the emotions, and motivations of the character she plans to portray. (4) Finally she recited her monologue in front of a mirror many times, making slight adjustments and improvements to her performance each time.","Sentence 1: Change spent to had spent, AND insert a comma after play.","Sentence 2: Change did to does, AND insert a comma after projection.","Sentence 3: Change studies to studied, AND delete the comma after emotions.","Sentence 4: Change recited to recites, AND delete the comma after times.",C,,STB,pending,
STB_Q52,mcq,math,Arithmetic,,The decimal 0.06 can be written as the fraction x/50. What is the value of x?,3,6,12,30,A,,STB,pending,
STB_Q53,grid-in,math,Stats_and_Data_Analysis,,"The list shows the results of a survey. A survey was taken to see whether students like basketball, soccer, both, or neither. These were the results:
• 25 students like basketball.
• 19 students like soccer.
• 7 students like both basketball and soccer.
• 10 students don't like either basketball or soccer.

Use the information provided to determine how many students were surveyed and how many like only soccer.

Move the correct answer to each box.

There were [ ] students surveyed, and [ ] students like only soccer.",12,19,26,3,"47,12",,STB,pending,
STB_Q54,multi-select,math,Ratios_and_Proportions,,"At a diner, 18 dozen buns were used yesterday for 150 lunch customers. Today, there were 250 lunch customers. Assuming that the bun usage rate is the same for both days, which proportions can be used to determine how many dozen buns are needed for 250 lunch customers?",18/150 = x/250,18/250 = x/150,150/18 = 250/x,x/18 = 250/150,"A,C,D",,STB,pending,"{""select_count"": 3, ""choice_5"": ""x/150 = 18/250""}"
STB_Q55,grid-in,math,Ratios_and_Proportions,,"Maria is playing a game in which players earn points called minks, zogs, and barts.
1 mink = 3 zogs
1 mink = 1/4 bart
Maria has 60 zogs and 24 barts. She wants to exchange her zogs and barts for minks.
How many minks will Maria receive from the exchange?
Enter your answer in the space.",,,,,116,,STB,pending,
STB_Q56,grid-in,math,Arithmetic,,"How many 5-digit numbers can be created using the digits 2, 3, 5, 7, and 8 without repeating any digits within that 5-digit number?",,,,,120,,STB,pending,
STB_Q57,mcq,math,Geometry,,"In the figure above, PQRS is a parallelogram. The measure of ∠PQT is 50°, and the measure of ∠PTQ is 70°. What is the measure of ∠QRS?",60°,70°,80°,120°,A,,STB,pending,
STB_Q58,mcq,math,Algebra_and_Equations,,"M = 3N = P/4 = Q + 5 = R/7 > 0

Based on the statement above, which variable has the greatest value?",M,N,P,R,D,,STB,pending,
STB_Q59,mcq,math,Ratios_and_Proportions,,"A roofing contractor uses shingles at a rate of 3 bundles for every 96 square feet of roof covered. At this rate, how many bundles of shingles will he need in order to cover a roof that is 416 square feet?",5,12,13,14,C,,STB,pending,
STB_Q60,mcq,math,Inequalities,,"To make party invitations, Macie could buy a package of paper for $10.50, or she could buy x individual sheets of the same paper for $0.15 each. What is the largest value of x that would make buying the individual sheets less expensive than buying the package?",60,65,69,70,C,,STB,pending,
STB_Q61,mcq,math,Arithmetic,,"At 1:00 p.m. one day, the temperature was 8 degrees above zero. During the rest of the day, the temperature fell 3 degrees per hour. What was the temperature at 7:00 p.m. that day?",-13°,-10°,-7°,5°,B,,STB,pending,
STB_Q62,mcq,math,Ratios_and_Proportions,,"A bag contains 75 marbles that are red, blue, or green. The ratio of red to blue marbles is 15:7, and the ratio of blue to green marbles is 7:3. If 2 blue marbles are removed and replaced with 2 green marbles, what will be the new ratio of red to green marbles?",3:1,5:1,15:3,45:11,D,,STB,pending,
STB_Q63,mcq,math,Probability,,"The table above shows the number of times that different desserts were ordered at a restaurant.
Based on this information, what is the probability of a customer ordering ice cream as a dessert?",25%,30%,40%,48%,B,,STB,pending,
STB_Q64,grid-in,math,Probability,,"A basket contains 3 apples, 4 oranges, 5 bananas, and 8 pears. If one piece of fruit is randomly pulled from the basket, what is the probability that it will be a pear? Select the place on the number line to plot the point.",,,,,0.4,,STB,pending,
STB_Q65,mcq,math,Probability,,"A cooler contains three types of beverages: 5 bottles of apple juice, 3 bottles of grape juice, and 6 bottles of orange juice. What is the probability that a bottle chosen at random from this cooler is not apple juice?",1/9,5/14,9/14,2/3,C,,STB,pending,
STB_Q66,mcq,math,Geometry,,A large circular dinner plate has a radius of 20 centimeters. A smaller circular plate with a circumference of 20π centimeters is placed in the center of the larger dinner plate. What is the area of the part of the larger dinner plate that is not covered by the smaller plate?,20π sq cm,100π sq cm,200π sq cm,300π sq cm,D,,STB,pending,
STB_Q67,multi-select,math,Ratios_and_Proportions,,Which tables represent a proportional relationship between the number of books purchased and the total cost? Select the two correct answers.,"Number of Books Purchased: 10,15,20,25 / Total Cost ($): 40,60,80,100","Number of Books Purchased: 10,15,20,25 / Total Cost ($): 70,110,150,250","Number of Books Purchased: 10,15,20,25 / Total Cost ($): 80,120,160,200","Number of Books Purchased: 10,15,20,25 / Total Cost ($): 90,130,170,210","A,C",,STB,pending,"{""select_count"": 2, ""choice_5"": ""Number of Books Purchased: 10,15,20,25 / Total Cost ($): 100,100,100,100""}"
STB_Q68,grid-in,math,Inequalities,,How many positive integers satisfy the inequality x + 7 < 23?,,,,,15,,STB,pending,
STB_Q69,mcq,math,Algebra_and_Equations,,"If 36/y = 4x, what is the value of x when y = 3?",3,4,9,12,A,,STB,pending,
STB_Q70,mcq,math,Geometry,,"Points X, Y, and Z are on a straight line, and Y is between X and Z. Length YZ = 3/5 XY, and length XY = 20 centimeters. What is the length of XZ?",12 cm,24 cm,30 cm,32 cm,D,,STB,pending,
STB_Q71,mcq,math,Percentage,,"Bryana bought 1¾ yards of cloth at $8.00 per yard. If there was an 8% sales tax, what was the total cost of the cloth?",$12.96,$14.08,$15.12,$16.08,C,,STB,pending,
STB_Q72,mcq,math,Arithmetic,,"On the number line above, MN = 5 5/6. What is the position of point M?",-7 1/6,-4 1/2,4 1/2,7 1/6,B,,STB,pending,
STB_Q73,mcq,math,Ratios_and_Proportions,,"A United States presidential coin is made from an alloy of four metals—copper, zinc, manganese, and nickel—with weights in the ratio of 177:12:7:4, respectively. The coin weighs a total of 8 grams. What is the weight of the zinc in this coin?",0.28 gram,0.48 gram,0.96 gram,48 grams,B,,STB,pending,
STB_Q74,mcq,math,Algebra_and_Equations,,"Nicole's age now is three times Carmen's age. If Carmen will be 17 in 2 years, how old was Nicole 5 years ago?",38 yr,40 yr,45 yr,50 yr,B,,STB,pending,
STB_Q75,mcq,math,Percentage,,A chemical decays in such a way that the amount left at the end of each week is 20% less than the amount at the beginning of that same week. What percentage of the original amount is left after two weeks?,40%,60%,64%,80%,C,,STB,pending,
STB_Q76,mcq,math,Algebraic_Expressions,,"If w - 1 is an odd integer, which one of the following must be an even integer?",w + 1,2w - 1,2w - 2,2w + 1,C,,STB,pending,
STB_Q77,mcq,math,Algebraic_Expressions,,"Simplify this expression:
4(7 − 3x) − (5 − x)",23 − 4x,23 − 11x,28 − 4x,28 − 12x,B,,STB,pending,
STB_Q78,mcq,math,Probability,,"PET SURVEY

Number of Pets | Number of Students
0 | 12
1 | 16
2 | 7
3 or more | 5

Amy surveyed students at her school about the number of pets they have. What is the probability that a student who participated in the survey has at least 2 pets?",7/40,1/12,1/8,3/10,D,,STB,pending,
STB_Q79,grid-in,math,Geometry,,"A circle has a radius of 5 inches. What is the area of the circle in terms of π?

Use π to express your answer.

Enter your answer in the space provided. Enter only your answer.",,,,,25π,,STB,pending,
