uid,type,subject,sub_category,difficulty,text,choice_1,choice_2,choice_3,choice_4,answer,media_refs,source,status,extra_data
STD_Q23,mcq,english,Reading_Comprehension,,"The use of italics on the word ""night"" in line 24 is most likely intended to emphasize the",sense of mystery in the darkness.,sense of absolute darkness.,speaker's fear of night.,speaker's certainty about that night.,D,,STD,pending,
STD_Q24,mcq,english,Reading_Comprehension,,What is the purpose of the repeated words “rising and falling” in lines 26 and 37?,to create a distinction between solitude and meaningful interaction,to demonstrate a connection between the speaker's past and present,to emphasize the speaker's attention to the surrounding sounds,to compare the fireworks to common sights and sounds,D,,STD,pending,
STD_Q25,mcq,english,Reading_Comprehension,,"Read lines 41-42 from the poem.

I kept waiting for those
childhood bursts, watching as they escorted us home.

How does this memory affect the speaker?",The speaker believes it is impossible to ever return to a place in the past.,The speaker is still amused by the impatience felt during fireworks displays.,The speaker now regrets abandoning the rural way of life.,The speaker feels a sense of comfort when reflecting on the past.,D,,STD,pending,
STD_Q26,mcq,english,Reading_Comprehension,,The fireworks in the poem represent the speaker's,wish to return to a simpler way of living.,bittersweet feelings about leaving the past behind.,high expectations for everyday life.,reflections on past interactions with relatives.,B,,STD,pending,
STD_Q27,mcq,english,Reading_Comprehension,,"In paragraph 3, the phrase ""the butterflies of the sea"" conveys the idea that",nudibranchs do not have to work as hard as other animals to survive in the ocean.,nudibranchs have colorful features that make them stand out.,nudibranchs are delicate and have trouble adapting to their environment.,nudibranchs are rare and difficult to find in the ocean.,B,,STD,pending,
STD_Q28,mcq,english,Reading_Comprehension,,"Read these sentences from paragraph 4.

I'm not sure why I decided to take a look. It was still an hour before sunrise, and I knew exactly what the bars looked like in the moonlight, but for some reason, I couldn't resist.

The sentences contribute to the overall structure of the excerpt by",introducing the mysterious creature that the narrator discovers.,indicating a shift from the narrator recalling the past to the narrator reflecting on the present.,establishing a struggle with fear that the narrator must overcome.,building tension through indicating that the narrator is going to see something unexpected.,B,,STD,pending,
STD_Q29,mcq,english,Reading_Comprehension,,The narrator's actions in paragraph 5 reveal that he is,expecting to see the familiar sight of a stranded minke.,confident about exploring farther into the mudflats.,unconcerned about becoming stuck in the mudflats.,determined to discover the source of the sound.,D,,STD,pending,
STD_Q30,mcq,english,Reading_Comprehension,,How does the setting affect the plot of the excerpt?,The darkness of the mudflats before sunrise causes the narrator to pay close attention to his surroundings.,The rugged terrain of the mudflats makes it more difficult for the narrator to do his job.,The slow return of the tide along the mudflats forces the narrator to be patient during his journey.,The barren appearance of the mudflats creates a sense of mystery that unsettles the narrator.,C,,STD,pending,
STD_Q31,mcq,english,Reading_Comprehension,,Which sentence from paragraph 5 supports the idea that the narrator is taking a risk?,"""It was an exhale, a release of sorts, and I instantly wondered if a whale was stranded again.""","""I looked for a hulking silhouette but couldn't find one.""","""I waited, but there were no more sounds.""","""I knew the flats well enough to know I could get stuck just about anywhere.""",D,,STD,pending,
STD_Q32,mcq,english,Reading_Comprehension,,"Read this sentence from paragraph 6.

I kept stepping toward the one sound I'd heard, a growing part of me hoping I'd find nothing at all.

How do the narrator's actions develop a central idea of the excerpt?",The narrator's concern about the origin of the noise shows dedication to helping preserve sea life in the mudflats.,The narrator's curiosity about the sea life in the mudflats outweighs any fear about the situation.,The narrator's knowledge about a variety of sea life encourages a search for more specimens to study.,The narrator's eagerness about new specimens of sea life outweighs the reality that the area is an unlikely place to find them.,B,,STD,pending,
STD_Q33,mcq,english,Reading_Comprehension,,"Read these sentences from paragraph 8.

So, I was looking at it and not looking at it while my heart spangled my vision. I saw fragments, pieces, and tried to fuse them in my mind but couldn't be certain of the whole.

The sensory language ""spangled my vision,"" ""I saw fragments, pieces,"" and ""tried to fuse them in my mind"" conveys the narrator's",extreme excitement about making a great discovery.,reluctant acceptance that he needs to leave the mudflats.,terrified confusion about the creature in the mudflats.,sudden concern about his personal safety.,C,,STD,pending,
STD_Q34,mcq,english,Reading_Comprehension,,The author develops the narrator's point of view when the narrator sees the creature by,describing the narrator's movements as he approaches the creature.,emphasizing the odds of finding the creature in an area inhabited by a rival species.,showing the narrator's growing realization of the creature's identity.,comparing the size of the creature to the size of a vehicle.,C,,STD,pending,
STD_Q35,mcq,english,Revising_Editing,,What is the best way to combine sentences 2 and 3?,"Historians, who are unsure of exactly when and where martial arts were first used, know that martial arts have been practiced by several different societies for many centuries.","While historians are unsure of exactly when and where martial arts were first used, they do know that martial arts have been practiced by several different societies for many centuries.","Because historians know that martial arts have been practiced by several different societies for many centuries, they are unsure of exactly when and where martial arts were first used.","Martial arts have been practiced by several different societies for many centuries, and historians are unsure of exactly when and where martial arts were first used.",B,,STD,pending,
STD_Q36,mcq,english,Revising_Editing,,Where should sentence 10 be moved to improve the organization of the second paragraph (sentences 6-10)?,to the beginning of the paragraph (before sentence 6),between sentences 6 and 7,between sentences 7 and 8,between sentences 8 and 9,D,,STD,pending,
STD_Q37,mcq,english,Revising_Editing,,Which revision of sentence 12 best maintains the formal style established in the passage?,A lot of teens have to put up with difficult things while trying to do well in school and in life.,Many teenagers deal with tough situations as they try to stay on top of their studies and do well in life.,Many teenagers encounter challenges as they work to succeed both academically and personally.,A lot of teens face problems as they work to keep up with their schoolwork and find personal success.,C,,STD,pending,
STD_Q38,mcq,english,Revising_Editing,,Which transitional phrase should be added to the beginning of sentence 17?,"Over time,","In fact,","Even so,","For instance,",A,,STD,pending,
STD_Q39,mcq,english,Revising_Editing,,Which sentence would best follow and support sentence 18?,"Adult students gain discipline, focus, self-control, and respect, which are qualities that help them advance in their careers.",Many adults initially train in a martial art simply to get exercise without realizing that the training also helps develop other skills.,"The exercise involved in training helps people strengthen their heart, boost endurance, improve balance, and develop muscle tone.",People who commit to training in the martial arts are usually concerned about improving their overall physical health.,C,,STD,pending,
STD_Q40,mcq,english,Revising_Editing,,Which concluding sentence should replace sentence 23 to best support the topic presented in the passage?,"With so many ways to begin studying martial arts, people can easily discover how the skills needed to progress in rank may help them in life.","By taking advantage of opportunities to practice martial arts, people can experience the satisfaction of achieving goals while also improving themselves.","Because people are eager to reap the mental and physical benefits of studying martial arts, enrollment in martial arts courses has increased.","While taking martial arts classes can improve health for both young people and adults, the effects are clearly more immediate for adults.",B,,STD,pending,
STD_Q41,mcq,english,Revising_Editing,,Which sentence should be added after sentence 5 to introduce the main topic of the passage?,"The construction of the Gotthard Base Tunnel was approved by Swiss voters in 1992 and was funded by tolls, fuel taxes, and government loans.","Leaders from several European countries attended the opening ceremonies for the Gotthard Base Tunnel, a Swiss tunnel.","The Gotthard Base Tunnel is the world's longest and deepest railway tunnel, stretching 35.5 miles straight through the base of the Swiss Alps.",The Gotthard Base Tunnel continues to help reduce the number of freight trucks on the roadways in the Swiss Alps.,C,,STD,pending,
STD_Q42,mcq,english,Revising_Editing,,Which sentence should be added to follow and support sentence 7?,The tunnel-boring machine is helpful to tunnel builders in the modern era and has been an improvement over dynamite.,"These enormous tunnel-boring machines function somewhat like a cheese grater, with the cutter head grinding slowly through rock and stone.","Engineers had considered making a tunnel under the mountains for many years, but it was impossible to do without modern tunnel-boring machines.",Different types of cutter heads are used with tunnel-boring machines depending on the geology of the area where the tunnel is being created.,B,,STD,pending,
STD_Q43,mcq,english,Revising_Editing,,Where should sentence 11 be moved in order to improve the organization of the second paragraph (sentences 6-11)?,to the beginning of the paragraph (before sentence 6),between sentences 6 and 7,between sentences 8 and 9,between sentences 9 and 10,A,,STD,pending,
STD_Q44,mcq,english,Revising_Editing,,Which sentence presents information that shifts away from the main topic of the third paragraph (sentences 12-16) and should be removed?,sentence 13,sentence 14,sentence 15,sentence 16,C,,STD,pending,
STD_Q45,mcq,english,Revising_Editing,,Which transition phrase should be added to the beginning of sentence 18?,"Although the Gotthard Base Tunnel is mainly for freight trains,","With the Gotthard Base Tunnel taking ten years to complete,","Because of the successful completion of the Gotthard Base Tunnel,","As the number of trains using the Gotthard Base Tunnel increases,",C,,STD,pending,
STD_Q46,mcq,english,Revising_Editing,,Which concluding sentence should be added after sentence 18 to support the topic presented in the passage?,There is proof that underground tunnels such as the Gotthard Base Tunnel are beneficial to the economy of the surrounding area.,The Gotthard Base Tunnel is an extraordinary example of how human ingenuity and persistence can overcome great obstacles.,The completion of the Gotthard Base Tunnel shows that people can work together to achieve important goals.,The Swiss government is confident that the economic impact of the Gotthard Base Tunnel will be worth its construction cost.,B,,STD,pending,
STD_Q47,mcq,english,Revising_Editing,,"Which sentence contains an error in its construction and should be revised?

(1) Walking dogs, cleaning kennels, hand-feeding newborn kittens, and supporting the pet-adoption process, the animal shelter is looking for volunteers to help with a variety of tasks. (2) Working at the animal shelter is a great way for young people, especially those who aspire to care for and protect animals, to gain valuable work experience. (3) In addition to hands-on training with animal care, volunteers will learn important job skills, such as punctuality, responsibility, and personal initiative. (4) Caring for animals can also help volunteers develop empathy, which is the awareness and understanding of the feelings of others.",sentence 1,sentence 2,sentence 3,sentence 4,A,,STD,pending,
STD_Q48,mcq,english,Revising_Editing,,"In the Whispering Gallery of Grand Central Terminal, people whispering a message in one corner can be clearly heard in the opposite corner, regardless of surrounding noise, because the tiled archways send the sound through the environment. Which revision to the words send the sound through the environment uses the most precise language? Drag the correct phrase into the box.",guide the sound waves in a specific direction,focus the sound waves to travel through the space,direct the sound waves to move along the curves of the arches,transfer the sound waves to a variety of different locations,C,,STD,pending,
STD_Q49,multi-select,english,Revising_Editing,,"Robert Cornelius is credited with taking the first, official selfie as a daguerreotype, an image recorded on a copper plate coated in silver, using a process that was more complicated than photos of today which are digitized or printed from film and do not require subjects to sit for nearly fifteen minutes to avoid blurring the image.

Which two edits should be made to correct the sentence?",Delete the comma after first.,Delete the comma after daguerreotype.,Delete the comma after silver.,Add a comma after today.,"A,D",,STD,pending,"{""select_count"": 2, ""choice_5"": ""Add a comma after film.""}"
STD_Q50,mcq,english,Revising_Editing,,"What is the best way to combine the sentences?
(1) Scientists now believe that Jupiter may have as many as seventy-nine moons.
(2) One of Jupiter's moons is named Io.
(3) Io has the greatest number of active volcanoes in the solar system.","Io, which is one of Jupiter's moons, has the greatest number of active volcanoes in the solar system, and scientists now believe that Jupiter may have as many as seventy-nine moons.","Scientists now believe that Jupiter may have as many as seventy-nine moons, and one of them is named Io, which has the greatest number of active volcanoes in the solar system.","Scientists now believe that Jupiter may have as many as seventy-nine moons, including one named Io, which has the greatest number of active volcanoes in the solar system.","Io, a moon with the greatest number of active volcanoes in the solar system, is one of Jupiter's moons, and scientists now believe that Jupiter may have as many as seventy-nine moons.",C,,STD,pending,
STD_Q51,mcq,math,Arithmetic,,"What is the prime factorization of 3,575?",5 · 11 · 13,5² · 11 · 13,5 · 715,5² · 143,B,,STD,pending,
STD_Q52,mcq,math,Algebraic_Expressions,,What is the value of z in x/10 + (y-x)/5 = z/10?,1,5,y,2y - x,D,,STD,pending,
STD_Q53,mcq,math,Algebra_and_Equations,,"Two sets, R and S, are described below. The sum of the elements in set R equals the sum of the elements in set S.

R = {5, x, 3, 8}
S = {6, y, 4, 1}

What is the value of x - y?",-7,-5,5,7,B,,STD,pending,
STD_Q54,mcq,math,Algebraic_Expressions,,"If x = 1/4, what is the value of 2/(2-x)?",3/4,8/9,1 1/7,3 1/2,C,,STD,pending,
STD_Q55,grid-in,math,Probability,,"In a school raffle, 1 out of every 25 students wins a prize. Each prize includes a randomly selected trading card from a set of 100 different cards, labeled C1 through C100, with each card equally likely to be chosen. If one student is selected at random, what is the probability that the student both wins a prize and receives Card C17?

Write an expression that represents the probability that a student wins the prize and receives Card C17.

Enter your answer in the space provided. Enter only your answer.",,,,,1/2500,,STD,pending,
STD_Q56,mcq,math,Algebraic_Expressions,,"The cost of shipping a package is $12, plus $2 for each additional pound over 3 pounds. Which expression represents the total cost, in dollars, of shipping a package that weighs p pounds? Assume that p ≥ 3.",12 + 2(p + 3),12 + 2(p - 3),14p + 3,14p - 3,B,,STD,pending,
STD_Q57,grid-in,math,Probability,,"A middle school library has a shelf with 40 books, each labeled with a different number from 201 to 240. One book is selected at random. What is the probability, as a percentage, of selecting book number 223?

Enter your answer in the space provided.",,,,,2.5,,STD,pending,
STD_Q58,grid-in,math,Geometry,,"A square metal plate has a side length of 3 inches. A circular hole with a diameter of 2 inches is cut out from the center of the plate. What is the area of the shaded region, to the nearest hundredth of a square inch? Enter your answer in the space.",,,,,5.86,,STD,pending,
STD_Q59,multi-select,math,Algebraic_Expressions,,Let m be a negative integer and k be a positive integer. Which of the expressions below must result in a positive value? Select the three correct answers.,-m + k,-m · k,m - k,-k · m,"A,B,D",,STD,pending,"{""select_count"": 3, ""choice_5"": ""m/k""}"
STD_Q60,mcq,math,Inequalities,,"2x + 11 > 3x + 9

For what values of x is the above inequality true?",x < 2,x > 2,x < 20,x > 20,A,,STD,pending,
STD_Q61,mcq,math,Ratios_and_Proportions,,"In a scale drawing of a triangular park, the sides measure 5 inches, 7 inches, and 8 inches. The perimeter of the actual park is 25 miles. What is the actual length of the shortest side of the park?",6.25 mi,8.75 mi,10 mi,15.625 mi,A,,STD,pending,
STD_Q62,mcq,math,Geometry,,"P is the center of the circle above, and R, S, and T are points on the circle. What is the value of x?",12,15,17,19,D,,STD,pending,
STD_Q63,mcq,math,Geometry,,"In the right triangle shown above, what is the measure of the smallest angle?",43°,44°,46°,47°,A,,STD,pending,
STD_Q64,mcq,math,Fraction_Word_Problems,,"James must read 84 pages of a book for a class assignment. If he reads 1/4 of the pages in the morning and 1/3 of the remaining pages in the afternoon, how many pages will he still need to read?",35,42,45,56,B,,STD,pending,
STD_Q65,mcq,math,Arithmetic,,"1/11 + 1/22 + 1/33

What is the value of the expression shown above?",1/22,1/11,1/6,3/22,C,,STD,pending,
STD_Q66,grid-in,math,Ratios_and_Proportions,,"The table shows the proportional relationship between x cups of oatmeal and y ounces of raisins in a bread recipe.

BREAD RECIPE
Cups of Oatmeal (x) | Ounces of Raisins (y)
2 | 1.0
3 | 1.5
6 | 3.0

What is the constant of proportionality of the number of ounces of raisins to the number of cups of oatmeal?

Enter your answer in the space.",,,,,0.5,,STD,pending,
STD_Q67,mcq,math,Fraction_Word_Problems,,"At Midville High School, 64 students are members of either the orchestra or the choir, or both. Of these students, 38 are members of the orchestra, and 46 are members of the choir. What fraction of the total is the number of students who are members of both the orchestra and the choir?",16/21,10/19,10/23,5/16,D,,STD,pending,
STD_Q68,mcq,math,Arithmetic,,Which of the following decimals is equivalent to 1 2/3 + 2 4/9?,3.overline(1),3.overline(6),4.overline(1),4.overline(9),C,,STD,pending,
STD_Q69,mcq,math,Percentage,,"A store manager purchases a piece of furniture for $456.00. To determine the selling price, the manager increases the purchase cost by 125%. A customer buys the furniture and pays an additional 8% sales tax. How much does the customer pay for the furniture?",$615.60,$627.48,"$1,108.08","$1,846.80",C,,STD,pending,
STD_Q70,mcq,math,Algebraic_Expressions,,What is the value of (-9(-4)^2+36(-4)+304)/(-4)?,-76,-4,4,148,B,,STD,pending,
STD_Q71,mcq,math,Arithmetic,,"Maxie borrowed $7.75 from her mother, $11.00 from her father, and $4.50 from her brother to purchase a video game. Her grandmother gave her $25.00 as a gift. How much money will Maxie have left or still owe if she uses the money her grandmother gave her to pay back the money she borrowed?",Maxie will still owe $2.25.,Maxie will still owe $1.75.,Maxie will have $1.75 left.,Maxie will have $2.25 left.,C,,STD,pending,
STD_Q72,mcq,math,Fraction_Word_Problems,,"Seth grows strawberries in his garden.
• He picked 2 1/2 cups of strawberries on Monday.
• He picked 4 cups of strawberries on Tuesday.
• He ate 3/4 cup of strawberries for breakfast each day on Wednesday, Thursday, and Friday.
How many cups of strawberries did Seth have left?",3 1/2,4 1/4,6,9,B,,STD,pending,
STD_Q73,mcq,math,Arithmetic,,Which situation involves quantities that combine to equal zero?,receiving $5 as a gift and then giving $5 to a friend,buying a book for $10 and then buying lunch for $10,"getting on an elevator at the ground floor, rising 3 floors, and then rising 3 more floors","starting in a cave 20 feet below the ground, climbing up 20 feet, and then climbing up 20 feet more",D,,STD,pending,
STD_Q74,mcq,math,Ratios_and_Proportions,,"An athlete runs 1/8 kilometer in 3/4 minute. At this rate, how many kilometers would the athlete run in 1 minute?",3/32,1/6,1 1/2,6,B,,STD,pending,
STD_Q75,mcq,math,Ratios_and_Proportions,,A bus trip takes 9 hours if the mean speed is 50 miles per hour. How many hours would this trip take if the mean speed was 45 miles per hour?,8,10,12,14,B,,STD,pending,
STD_Q76,grid-in,math,Inequalities,,"Jordan has a budget of $120 to rent a food truck. The rental company charges $18 per hour to rent the truck, plus a one-time cleaning fee of $30.

Write an inequality that represents this situation, in which x is the number of hours Jordan can rent the truck.

Enter your answer in the space provided. Enter only your answer.",,,,,18x+30≤120,,STD,pending,
STD_Q77,mcq,math,Fraction_Word_Problems,,"A birdseed mixture is 2/5 sunflower seeds. The cost of the sunflower seeds is $0.10 per ounce. At this rate, what is the cost of the sunflower seeds in 25 pounds of this birdseed? (Note: 1 lb = 16 oz.)",$10.00,$16.00,$40.00,$160.00,B,,STD,pending,
STD_Q78,mcq,math,Linear_Eq._Formula,,"A graph shows the relationship between the number of gallons of water, y, that has been added to a tank and the number of hours, x, that water has been added to the tank at a constant rate. What does the ordered pair (3, 24) represent?",Three gallons of water was added in 24 hours.,Three gallons of water was added per hour.,Twenty-four gallons of water was added in 3 hours.,Twenty-four gallons of water was added per hour.,C,,STD,pending,
STD_Q79,mcq,math,Probability,,"Karl has one red spinner and one blue spinner. Each spinner is divided into 4 equal sections, numbered 1 through 4. He spins each spinner once and writes down the number that each lands on. What is the probability that the two numbers, when multiplied together, will have 4 as a product?",1/16,3/16,4/7,7/16,B,,STD,pending,
STD_Q80,mcq,math,Ratios_and_Proportions,,A recipe uses 2/3 cup of sugar for every 1 1/4 cups of flour. A cook wants to increase the recipe. How many cups of sugar are needed for each cup of flour?,8/15,5/6,1 7/8,3 2/3,A,,STD,pending,
STD_Q81,mcq,math,Ratios_and_Proportions,,"A box contains an unknown number of green marbles. An experimenter adds 100 red marbles to the box, mixes the marbles thoroughly, and then draws out 10 marbles at random. Assume that this sample is representative of the proportion in the box. If there are 2 red marbles and 8 green marbles in this sample, approximately how many green marbles are in the box?",80,300,400,500,C,,STD,pending,
STD_Q82,mcq,math,Arithmetic,,"There were 36 people at Emily's party. If each person at the party drank 2 cups of juice, how many gallons of juice did they drink altogether?

Note: 1 gallon = 4 quarts; 1 quart = 4 cups.",2 1/4,4 1/2,9,72,B,,STD,pending,
