uid,type,subject,sub_category,difficulty,text,choice_1,choice_2,choice_3,choice_4,answer,media_refs,source,status,extra_data
STC_Q24,mcq,english,Reading_Comprehension,,"Throughout the poem, the poet conveys the speaker's point of view by",gradually moving the speaker's attention from one element of nature to another.,providing the speaker's motivation for describing the landscape in great detail.,highlighting the speaker's emotional response as each season passes.,shifting the speaker's focus from external observations to personal reflection.,A,,STC,pending,
STC_Q25,mcq,english,Reading_Comprehension,,"Over the course of the poem, a central idea is developed mainly through the speaker's",sense of eager anticipation as winter ends.,description of the changes in nature as the seasons transition.,observation of the birds' behavior as summer begins.,prediction of future alterations in the physical landscape.,B,,STC,pending,
STC_Q26,mcq,english,Reading_Comprehension,,How does the poem's form contribute to the poem's meaning?,The use of one continuous stanza and the pattern of the lines mimic the long and winding shape of the mound.,The uneven line lengths emphasize the variety of ways people interpret the meaning of the mound.,The dashes throughout the poem highlight the speaker's changing thoughts about the significance of the mound.,The lack of a regular rhyme scheme and meter convey that the speaker struggles to comprehend the vastness of the mound.,A,,STC,pending,
STC_Q27,mcq,english,Reading_Comprehension,,Which lines reveal how the setting affects the speaker and the men from the museum?,"""It being winter, / there was little underbrush to speak of—"" (lines 8–9)","""but the winter silence of the creek pressed / down on all of us like a weight."" (lines 14–15)","""The humps in the ground were all but / invisible until you were right up on them."" (lines 16–17)","""In the summer the creek bottom was crowded / with so much life that you could trip"" (lines 21–22)",B,,STC,pending,
STC_Q28,mcq,english,Reading_Comprehension,,Lines 1-2 contribute to the development of ideas in the poem by,suggesting that the men are too busy with their work to talk to the speaker.,helping establish the reason for the men's visit and purposeful behavior.,hinting that the men have hidden motives for studying the mound.,indicating why the speaker is fascinated by the men and wants to help them.,B,,STC,pending,
STC_Q29,mcq,english,Reading_Comprehension,,"Read line 28 from the poem.

At the mouth end, there was an oval mound

How does the line contribute to the development of ideas in the poem?",It describes a feature of the mound that the men from the museum need to document.,It introduces a comparison of the body of the mound with the head of the mound.,It introduces a feature of the mound that has a different meaning to different people.,It describes a part of the mound that is difficult to see from far away.,C,,STC,pending,
STC_Q30,mcq,english,Reading_Comprehension,,What impact do the phrases “all but / invisible” and “even less obvious” in lines 16–18 have on the meaning of the poem?,They indicate that viewing the full size and shape of the mound is difficult.,They suggest that the location of the mound is unknown to most people.,They imply that the speaker wants the location of the mound to remain a secret.,They reveal that the speaker is unfamiliar with the significance of the mound.,A,,STC,pending,
STC_Q31,mcq,english,Reading_Comprehension,,"What impact do the words ""swish,"" ""chitter,"" and ""cry"" in lines 12-13 have in the poem?",They illustrate how lively the mound's surroundings are during the summer.,They show how the mound disrupts natural life in the marsh.,They indicate the variety of wildlife found in the area around the mound.,They suggest that the speaker prefers the mound's appearance in winter.,C,,STC,pending,
STC_Q32,mcq,english,Reading_Comprehension,,How does the speaker's interaction with Ruth in lines 37–41 convey a central idea of the poem?,It suggests that the most accurate interpretations of the mound come from knowing the purpose of the mound.,It emphasizes that there are multiple interpretations of the mound based on feelings and experiences.,It reveals the benefit of considering different interpretations of the mound's significance.,It implies that scientific study of the mound's purpose will affect what the mound symbolizes to people.,B,,STC,pending,
STC_Q33,mcq,english,Reading_Comprehension,,The poet contrasts the speaker's and Ruth's points of view regarding the mound by using dialogue to,imply that Ruth is worried that her interpretation of the mound will be seen as too abstract.,indicate that Ruth hopes her interpretation of the mound will be shared by the men from the museum.,suggest that Ruth wants the speaker to agree with her interpretation of the mound.,show that Ruth has already decided on her interpretation of the mound.,C,,STC,pending,
STC_Q34,mcq,english,Reading_Comprehension,,What is the best summary of the astronauts' process for Project Plant Habitat-04?,"After a 137-day growth cycle, the astronauts harvest the peppers while being observed and advised by plant scientists. The astronauts remove the peppers from the APH and photograph them before eating the most nutritious ones.",The astronauts confer with plant scientists and engineers before selecting the 14 finest peppers to keep aboard the ISS for consumption. The remaining peppers are wrapped in foil and sent back to Kennedy Space Center to be studied.,"With the help of plant scientists, the astronauts carefully control and monitor the growing conditions in the APH, ultimately harvesting the peppers after a 137-day growth cycle. The astronauts choose 14 of the peppers for consumption and send the rest back to be studied.","Astronauts use specialized tools to plant and maintain genetically modified peppers aboard the ISS. After harvesting the fruit, the astronauts tape the peppers to a board to prevent them from floating around the module.",C,,STC,pending,
STC_Q35,mcq,english,Reading_Comprehension,,"Read this sentence from paragraph 5.

Though astronauts can spend upwards of 100 days in space, their on-mission meals come dehydrated and pre-packaged; their vitamins and minerals are isolated in supplements, which lose nutritional value the longer they're stored.

The sentence contributes to the overall meaning of the excerpt by",indicating that the attempt to grow crops aboard the ISS is an important endeavor.,describing the health effects of spending a significant length of time in space.,revealing why certain kinds of foods are more appealing in space than on Earth.,emphasizing the difficulty of preserving the nutrients in the crops grown in space.,A,,STC,pending,
STC_Q36,mcq,english,Reading_Comprehension,,Which statement best explains why Lashelle Spencer is a relevant source of information for the excerpt?,She works at NASA's Kennedy Space Center.,She is part of the APH project team.,She is sensitive to the astronauts' need for healthy food in space.,She witnessed how astronauts aboard the APH responded when harvesting their food.,B,,STC,pending,
STC_Q37,mcq,english,Reading_Comprehension,,How does the author support the claim in paragraph 4 that the APH is a complex plant growth system?,by indicating how many sensors help control the variables of plant growth,by detailing how the method of growing plants has been adapted to the conditions of space,by explaining the steps required to package and return the plants to Earth,by describing how NASA has spent years experimenting with plants grown in a controlled environment,A,,STC,pending,
STC_Q38,multi-select,english,Reading_Comprehension,,Which two sentences in paragraphs 5–9 best support the idea that the astronauts working in space enjoyed participating in the food-growing experiment? Select the two correct answers.,"But you're missing that crunch. You're missing that fresh pop of flavor, the green flavor that's not there in that packaged food.",Spencer says the team cracked open the door of the APH every day to observe their vegetable companions with all the tenderness of home gardeners.,"When harvest day came, they batted their bounty around the ISS, taking selfies and delighting in watching the fruits pirouetting around the spacecraft.","""We were thinking no heat, so that [the peppers] wouldn't be dangerous, but maybe the astronauts need a little spice in their life,"" says Paul Bosland","B,C",,STC,pending,"{""select_count"": 2}"
STC_Q39,mcq,english,Reading_Comprehension,,The description in paragraph 5 of Lashelle Spencer's goal develops a central idea of the excerpt by,illustrating that certain types of packaged foods available in space lack particular flavors.,supporting the notion that spending more than 100 days in space is detrimental to astronauts' health.,offering an example of how the limited selection of on-mission meals becomes less appealing over time.,making an important point about the astronauts' current reliance on supplements for vitamins and minerals.,C,,STC,pending,
STC_Q40,multi-select,english,Reading_Comprehension,,"What is the relationship between the scientists and the astronauts in carrying out the plant-growing experiments? Move the correct answer to each box. Scientists on earth are primarily responsible for _____ for conducting plant experiments in space, while the astronauts aboard the International Space Station are responsible for _____ for the experiment.",growing the plants to harvest,documenting the nutritional goals,analyzing the environment,developing the materials and systems,"A,D",,STC,pending,"{""select_count"": 2, ""choice_5"": ""determining the most nutritional plants""}"
STC_Q41,mcq,english,Reading_Comprehension,,How is the quotation from Lashelle Spencer at the end of paragraph 9 relevant to the discussion of the peppers referred to in paragraph 2?,The quotation indicates that larger batches of peppers need to be grown during future missions and suggests a slight criticism of the astronauts discussed in paragraph 2 for not dedicating more of their time to growing peppers during their mission.,The quotation explains why the 137-day growth cycle mentioned in paragraph 2 is necessary and provides a suggestion on how to grow more peppers during the same growth cycle in future missions.,The quotation helps explain why some of the peppers discussed in paragraph 2 needed to be sent back to Earth and that increasing the overall number of peppers grown in space will be important in future missions.,The quotation provides context for understanding why the peppers discussed in paragraph 2 must be sealed and frozen prior to their return to Earth and suggests how this method might be improved in upcoming missions.,C,,STC,pending,
STC_Q42,mcq,english,Reading_Comprehension,,How is the discussion of the genetic engineering of the peppers consumed on the ISS (paragraphs 7-8) important to the excerpt as a whole?,It provides a detail that helps the reader identify a particular variety of pepper consumed on the ISS.,It indicates that the peppers eaten on the ISS resulted from a collaboration between scientists and astronauts.,It allows the reader to understand how the peppers consumed on the ISS differ from most peppers grown on Earth.,It suggests that the peppers consumed on the ISS are of a type that could be grown in natural conditions.,C,,STC,pending,
STC_Q43,mcq,english,Reading_Comprehension,,With which statement would the author most likely agree?,"Some plants are better adapted for growing in space than on Earth, and focus should be placed on them.",Attempting to grow plants in space the same way they are grown on Earth would not result in success.,Plants grown in space provide better nutritional value than plants grown on Earth.,"Successfully growing plants in space is a challenge, so more research must first be completed on plants grown on Earth.",B,,STC,pending,
STC_Q44,mcq,english,Revising_Editing,,Which revision of sentence 10 would best maintain the style established in the passage?,"Builders turned to brick, which was an affordable material that met safety standards while satisfying the city's large demand for buildings.","Figuring out that bricks were inexpensive, builders used tons of them to satisfy inspectors and the city's desperate construction needs.",Builders favored brick as a pleasingly economical way to meet significant construction demand while following municipal regulations.,"Once builders realized that low-cost brick was a law-abiding way to meet the city's building needs, they hardly ever used any other materials.",C,,STC,pending,
STC_Q45,multi-select,english,Revising_Editing,,Which two sentences present information irrelevant to the ideas in the passage and should be deleted? Move the two correct answers to the box.,"""Nearly 65 million people visit New York City every year to see these and other attractions."" (sentence 3)","""The city's population ballooned from about 313,000 people in 1840 to more than 7 million a century later."" (sentence 8)","""Population growth in the Hudson River Valley after the mid-1800s was substantial, though percentage increases were smaller than those in New York City."" (sentence 14)","""History has proven, however, that boom times eventually end."" (sentence 18)","A,D",,STC,pending,"{""select_count"": 2, ""choice_5"": ""\""Throughout the city, famous and ordinary buildings stand as evidence of the remarkable productivity achieved by the Valley's brickmakers.\"" (sentence 23)""}"
STC_Q46,mcq,english,Revising_Editing,,Which phrase should be added to the beginning of sentence 11 to provide the best transition from the ideas in sentence 10?,"While adapting to new uses for brick,","Because the building boom preferred brick,","As a result of New York City's building boom,","Although reliance on brick became the norm,",D,,STC,pending,
STC_Q47,mcq,english,Revising_Editing,,Which sentence would best follow sentence 20 to support ideas in the fourth paragraph (sentences 18-21)?,"At first many people thought the new materials did not look as strong as brick, but eventually the public embraced the trend.",Increasingly expensive shipping and labor costs also drove up the costs for brickmaking factories.,"The Flatiron building, completed in 1902, is a notable example of an early steel-framed building.","The more that New York City builders chose to use these materials, the fewer bricks they bought.",A,,STC,pending,
STC_Q48,mcq,english,Revising_Editing,,"Which sentence contains an error in its construction and should be revised?

(1) In 1976, the National Basketball Association (NBA) absorbed several teams of the American Basketball Association (ABA), including the New York Nets, who played in the Long Island area at the time. (2) The owner of the Nets decided to take the team to New Jersey after the team had financial troubles, where the team played for thirty-five seasons. (3) The New Jersey Nets had sixteen playoff appearances, including two appearances in the NBA finals. (4) In 2012, the team changed ownership and returned to New York, where the team now plays under the name the Brooklyn Nets.",sentence 1,sentence 2,sentence 3,sentence 4,B,,STC,pending,
STC_Q49,mcq,english,Revising_Editing,,"Read these sentences.
(1) Jordan rehearsed his role for weeks.
(2) He delivered his lines with ease.
(3) His performance was met with a burst of applause from the audience.

What is the best way to combine the sentences to clarify the relationship between ideas?","Though Jordan had rehearsed his role for weeks, when he delivered his lines with ease, his performance was met with a burst of applause from the audience.","Jordan had rehearsed his role for weeks, yet he delivered his lines with ease, so his performance was met with a burst of applause from the audience.","Because Jordan had rehearsed his role for weeks, he delivered his lines with ease, and his performance was met with a burst of applause from the audience.","Jordan had rehearsed his role for weeks, so he delivered his lines with ease, but his performance was met with a burst of applause from the audience.",C,,STC,pending,
STC_Q50,mcq,english,Revising_Editing,,Which pair of revisions need to be made in this paragraph?,Sentence 1: Delete the colon after wonder AND change is to are.,Sentence 2: Delete the comma after with AND change it is to they are.,Sentence 3: Delete the comma after process AND change makes to make.,Sentence 4: Delete the comma after gelato AND change allow to allows.,D,,STC,pending,
STC_Q51,mcq,math,Arithmetic,,What is the prime factorization of 756?,2² · 3² · 21,2² · 3 · 7 · 9,2² · 7 · 27,2² · 3³ · 7,D,,STC,pending,
STC_Q52,mcq,math,Algebra_and_Equations,,"If (8 ÷ m) + 4 = 20, what is the value of m?",1/3,1/2,2,3,B,,STC,pending,
STC_Q53,mcq,math,Algebra_and_Equations,,"6x = x - 1,680

What is the value of x in the equation shown above?",336,240,-240,-336,D,,STC,pending,
STC_Q54,mcq,math,Arithmetic,,"A person buys a used car with a down payment of $1,200 and makes monthly payments of $275 for 3 years. What is the total amount the person pays for the car?","$2,025","$9,900","$11,100","$13,500",C,,STC,pending,
STC_Q55,grid-in,math,Algebraic_Expressions,,"Maya read n pages for her English homework. Trevor read three times as many pages as Maya. Together, Maya and Trevor read 12 more pages than Ali read. Write an expression that shows how many pages Ali read, in terms of n.

Enter your answer in the space provided. Enter only your answer.",,,,,4n-12,,STC,pending,
STC_Q56,mcq,math,Geometry,,"In the parallelogram above, what is the value of x?",36,18,6,5,A,,STC,pending,
STC_Q57,mcq,math,Inequalities,,"-12 > 6x

For what values of x is the above inequality true?",x > -6,x < -6,x < -2,x > -2,C,,STC,pending,
STC_Q58,multi-select,math,Fraction_Word_Problems,,"Jordan is helping plan snacks for a school dance. He knows that 0.75 of the students voted for pizza, and he wants to record the same amount using a fraction.

Which fractions are equivalent to the decimal 0.75?

Select the four correct answers.",3/4,15/20,75/100,2/5,"A,B,C,E",,STC,pending,"{""select_count"": 4, ""choice_5"": ""6/8"", ""choice_6"": ""8/10""}"
STC_Q59,mcq,math,Ratios_and_Proportions,,"Maria rides her bicycle to school at a constant speed of 15 miles per hour. If the distance to school is 6 miles, how many minutes will it take Maria to get to school?",10,15,24,30,C,,STC,pending,
STC_Q60,mcq,math,Geometry,,"In the figure above, n ∥ p.  Straight line m intersects both line n and line p. What is the value of r?",17,117,163,173,C,,STC,pending,
STC_Q61,mcq,math,Arithmetic,,"Allison has 5 stamp albums with 576 stamps in each album. If she transfers her stamp collection to 6 albums, each holding 378 stamps, how many stamps will be left over?",198,612,620,632,B,,STC,pending,
STC_Q62,grid-in,math,Probability,,"A spinner has 5 congruent sections labeled as shown. One side of a fair coin is heads, and the other side is tails. The spinner is spun one time, and the coin is flipped. What is the probability that the spinner lands on 1 and the coin lands on tails? Select the place on the number line that represents the probability.",,,,,1/5,,STC,pending,
STC_Q63,mcq,math,Arithmetic,,"Start with the number 135.28 and perform the following steps in order:
• Step 1: Multiply by 10.
• Step 2: Add 0.5 to the result of Step 1.
• Step 3: Drop the digits after the decimal point.
• Step 4: Divide by 10.
What is the result?",13.5,135,135.2,135.3,D,,STC,pending,
STC_Q64,mcq,math,Algebraic_Expressions,,"If x = -2, what is the value of |x + x² + x³| - |x + 2x + 3x|?",-18,-6,-2,2,B,,STC,pending,
STC_Q65,grid-in,math,Ratios_and_Proportions,,"A grocery store sells 1-gallon containers of milk for $3.99. The store also sells orange juice in a 6-pack of 5.5-fluid-ounce bottles for $1.79. Suppose the store wants to sell its orange juice in gallon containers instead. To the nearest dollar, how much more would a gallon of orange juice cost than a gallon of milk?

Enter your answer in the space.",,,,,3,,STC,pending,
STC_Q66,mcq,math,Arithmetic,,3+(-3)/3-(-3) =,-1,0,1/6,1,B,,STC,pending,
STC_Q67,mcq,math,Geometry,,What is the distance between the midpoints of MN and RS?,1/2 unit,1 unit,1 1/2 units,2 units,A,,STC,pending,
STC_Q68,mcq,math,Algebraic_Expressions,,"I. s − t
II. st²
III. s^t

If s is a positive integer and t is a negative integer, which of the above expressions must be a positive number?",II only,I and II only,II and III only,"I, II, and III",D,,STC,pending,
STC_Q69,mcq,math,Arithmetic,,What is the value of (-3/4)(-2/5)?,-7/20,-3/10,3/10,7/20,C,,STC,pending,
STC_Q70,multi-select,math,Geometry,,"Two circles, with centers at A and C, are shown. Line segment AB is congruent to line segment DE. Determine the area, A, and the circumference, C, of each circle to complete the table. Select one answer in each row.",A = 25π: Circle A,A = 25π: Circle C,A = 25π: Neither,C = 5π: Circle A,"A,E",,STC,pending,"{""select_count"": 2, ""choice_5"": ""C = 5\u03c0: Circle C"", ""choice_6"": ""C = 5\u03c0: Neither""}"
STC_Q71,mcq,math,Ratios_and_Proportions,,"In a fruit basket, the ratio of apples to oranges is the same as the ratio of cherries to walnuts. If there are 6 oranges, 16 cherries, and 48 walnuts, how many apples are there?",2,3,18,38,A,,STC,pending,
STC_Q72,grid-in,math,Arithmetic,,"During a hiking trip, a group of students recorded the elevation (in feet) at several points along the trail:
-120 ft, -80 ft, 0 ft, 45 ft, -30 ft, 90 ft
What is the difference between the highest and lowest elevations recorded on the trail?
Enter your answer in the space.",,,,,210,,STC,pending,
STC_Q73,mcq,math,Geometry,,"On parallelogram PQRS above, the length of QT is 18 centimeters. What is the area of the parallelogram?",112 sq cm,396 sq cm,612 sq cm,748 sq cm,C,,STC,pending,
STC_Q74,mcq,math,Ratios_and_Proportions,,"In a showing of an artist's works, the ratio of the number of paintings, drawings, and photographs shown is 3:5:4, respectively. If the number of drawings shown was 45, what is the total number of photographs and paintings that were shown?",36,63,84,108,B,,STC,pending,
STC_Q75,mcq,math,Ratios_and_Proportions,,"For each 3/8 foot of curtain width, 5/6 yard of fabric is needed to make ruffles. How many yards of fabric are needed per foot of curtain width?",5/16 yd,29/24 yd,20/9 yd,7/2 yd,C,,STC,pending,
STC_Q76,mcq,math,Ratios_and_Proportions,,Which straight line is the graph of a proportional relationship?,MS,VP,VQ,TR,B,,STC,pending,
STC_Q77,mcq,math,Linear_Eq._Formula,,"Some friends are buying bags of ice for a picnic. The graph shows the cost of the ice, in dollars, in relation to the weight, in pounds. Which statement about a point on the graph is true?","The point (20, 3) means that 3 lbs of ice costs $20.00.","The point (1, 0.15) means that 1 bag of ice costs $0.15.","The point (10, 1.5) means that 10 lbs of ice costs $1.50.","The point (0, 0) means that 0 lbs of ice will be needed if 0 people go to the picnic.",C,,STC,pending,
STC_Q78,grid-in,math,Algebraic_Expressions,,"If (z+3w)/4 = 5w, what is the value of z in terms of w?",,,,,17w,,STC,pending,
STC_Q79,grid-in,math,Ratios_and_Proportions,,"A smoothie shop uses a consistent ratio of fruit to yogurt in its recipes. The table shows the proportional relationship between the number of cups of fruit (x) and the number of cups of yogurt (y) in different smoothie batches.

SMOOTHIE RECIPE
Cups of Fruit x | Cups of Yogurt y
6 | 1.5
8 | 2.0
10 | 2.5
12 | 3.0

What is the constant of proportionality of the number of cups of yogurt to the number of cups of fruit?

Enter your answer in the space.",,,,,0.25,,STC,pending,
